"id","o_tract","d_tract","time_start_hhmm","d_purpose","mode","count"
"1",53033000100,53033000100,8,2,4,1
"2",53033000100,53033000100,8,4,4,1
"3",53033000100,53033000100,10,3,4,4
"4",53033000100,53033000100,11,1,4,1
"5",53033000100,53033000100,11,3,4,1
"6",53033000100,53033000100,11,4,4,1
"7",53033000100,53033000100,11,4,4,1
"8",53033000100,53033000100,11,4,4,1
"9",53033000100,53033000100,12,3,1,1
"10",53033000100,53033000100,13,1,4,1
"11",53033000100,53033000100,13,3,1,3
"12",53033000100,53033000100,13,4,1,3
"13",53033000100,53033000100,14,1,1,3
"14",53033000100,53033000100,14,4,1,1
"15",53033000100,53033000100,16,1,4,1
"16",53033000100,53033000100,16,3,4,2
"17",53033000100,53033000100,17,1,1,1
"18",53033000100,53033000100,17,1,4,1
"19",53033000100,53033000100,17,4,4,1
"20",53033000100,53033000100,18,1,4,1
"21",53033000100,53033000100,18,3,4,1
"22",53033000100,53033000100,18,3,4,1
"23",53033000100,53033000100,18,4,1,1
"24",53033000100,53033000100,18,4,4,1
"25",53033000100,53033000100,19,1,1,1
"26",53033000100,53033000100,19,1,4,2
"27",53033000100,53033000100,20,3,1,1
"28",53033000100,53033000100,21,1,1,1
"29",53033000100,53033000200,7,4,1,1
"30",53033000100,53033000200,8,4,1,1
"31",53033000100,53033000200,8,4,1,1
"32",53033000100,53033000200,9,2,1,1
"33",53033000100,53033000200,10,4,1,1
"34",53033000100,53033000200,10,4,4,3
"35",53033000100,53033000200,11,1,1,1
"36",53033000100,53033000200,12,2,1,1
"37",53033000100,53033000200,14,4,1,1
"38",53033000100,53033000200,15,4,4,2
"39",53033000100,53033000401,9,4,1,2
"40",53033000100,53033000401,9,4,1,1
"41",53033000100,53033000402,5,2,1,1
"42",53033000100,53033000600,16,1,5,1
"43",53033000100,53033000600,21,1,3,1
"44",53033000100,53033000700,10,1,4,1
"45",53033000100,53033000700,12,1,4,1
"46",53033000100,53033000700,13,1,4,1
"47",53033000100,53033000700,14,1,4,1
"48",53033000100,53033000700,14,4,4,1
"49",53033000100,53033000700,15,1,4,1
"50",53033000100,53033000700,17,1,4,1
"51",53033000100,53033000700,19,1,1,1
"52",53033000100,53033000700,19,1,4,3
"53",53033000100,53033000700,20,1,5,2
"54",53033000100,53033000700,21,1,4,2
"55",53033000100,53033000800,7,2,1,1
"56",53033000100,53033000800,7,4,1,2
"57",53033000100,53033000800,18,4,1,1
"58",53033000100,53033000900,18,1,1,1
"59",53033000100,53033001000,7,4,3,1
"60",53033000100,53033001000,8,2,1,1
"61",53033000100,53033001000,8,4,1,4
"62",53033000100,53033001000,8,4,1,1
"63",53033000100,53033001000,11,1,1,1
"64",53033000100,53033001000,14,4,1,1
"65",53033000100,53033001100,13,1,1,1
"66",53033000100,53033001100,18,1,1,1
"67",53033000100,53033001200,6,2,3,1
"68",53033000100,53033001200,6,4,1,1
"69",53033000100,53033001200,10,3,1,1
"70",53033000100,53033001200,15,1,3,1
"71",53033000100,53033001300,11,4,1,1
"72",53033000100,53033001701,22,1,1,1
"73",53033000100,53033001800,9,3,1,1
"74",53033000100,53033001900,8,2,1,1
"75",53033000100,53033002000,11,1,1,1
"76",53033000100,53033002200,11,1,1,3
"77",53033000100,53033002200,11,3,4,1
"78",53033000100,53033002400,14,1,1,1
"79",53033000100,53033002800,16,1,1,1
"80",53033000100,53033003800,14,1,1,2
"81",53033000100,53033003900,19,3,1,1
"82",53033000100,53033004000,8,2,2,1
"83",53033000100,53033004000,17,4,1,1
"84",53033000100,53033004100,14,2,1,1
"85",53033000100,53033004100,17,4,1,1
"86",53033000100,53033004301,11,4,1,1
"87",53033000100,53033004301,18,4,1,1
"88",53033000100,53033004302,21,1,2,1
"89",53033000100,53033004600,14,4,1,1
"90",53033000100,53033005301,8,4,3,1
"91",53033000100,53033005301,9,4,1,1
"92",53033000100,53033005301,9,4,1,1
"93",53033000100,53033005301,14,4,3,1
"94",53033000100,53033005302,7,2,1,1
"95",53033000100,53033005900,7,2,1,1
"96",53033000100,53033006000,19,1,1,2
"97",53033000100,53033006700,14,2,1,1
"98",53033000100,53033007300,6,2,1,1
"99",53033000100,53033007500,7,2,3,1
"100",53033000100,53033007900,8,2,3,1
"101",53033000100,53033010401,10,2,1,1
"102",53033000200,53033000100,4,4,4,1
"103",53033000200,53033000100,8,1,1,1
"104",53033000200,53033000100,9,4,1,1
"105",53033000200,53033000100,10,1,1,1
"106",53033000200,53033000100,10,3,1,1
"107",53033000200,53033000100,10,3,4,1
"108",53033000200,53033000100,12,3,1,1
"109",53033000200,53033000100,13,4,1,1
"110",53033000200,53033000100,15,1,4,2
"111",53033000200,53033000100,15,3,4,1
"112",53033000200,53033000100,17,4,1,1
"113",53033000200,53033000100,18,3,4,1
"114",53033000200,53033000100,NA,1,5,1
"115",53033000200,53033000200,6,4,1,2
"116",53033000200,53033000200,6,4,1,2
"117",53033000200,53033000200,7,4,4,1
"118",53033000200,53033000200,7,4,1,2
"119",53033000200,53033000200,7,4,1,2
"120",53033000200,53033000200,7,4,4,1
"121",53033000200,53033000200,8,1,1,1
"122",53033000200,53033000200,8,2,1,1
"123",53033000200,53033000200,8,3,1,1
"124",53033000200,53033000200,8,4,1,1
"125",53033000200,53033000200,8,4,1,2
"126",53033000200,53033000200,8,4,1,1
"127",53033000200,53033000200,8,4,1,1
"128",53033000200,53033000200,8,4,1,1
"129",53033000200,53033000200,9,2,1,1
"130",53033000200,53033000200,10,1,4,1
"131",53033000200,53033000200,10,4,4,1
"132",53033000200,53033000200,11,1,1,1
"133",53033000200,53033000200,11,3,1,1
"134",53033000200,53033000200,14,1,1,1
"135",53033000200,53033000200,14,2,4,1
"136",53033000200,53033000200,14,3,1,1
"137",53033000200,53033000200,14,4,1,1
"138",53033000200,53033000200,14,4,2,1
"139",53033000200,53033000200,14,4,4,1
"140",53033000200,53033000200,15,4,1,1
"141",53033000200,53033000200,15,4,1,1
"142",53033000200,53033000200,16,1,4,3
"143",53033000200,53033000200,16,4,4,1
"144",53033000200,53033000200,17,1,2,1
"145",53033000200,53033000200,17,1,4,2
"146",53033000200,53033000200,17,1,5,1
"147",53033000200,53033000200,17,4,4,1
"148",53033000200,53033000200,17,4,4,2
"149",53033000200,53033000200,18,1,1,1
"150",53033000200,53033000200,18,3,1,1
"151",53033000200,53033000401,15,4,1,2
"152",53033000200,53033000401,16,1,1,1
"153",53033000200,53033000401,20,1,1,3
"154",53033000200,53033000402,10,3,1,1
"155",53033000200,53033000402,17,4,1,1
"156",53033000200,53033000700,8,4,1,1
"157",53033000200,53033000700,9,3,1,1
"158",53033000200,53033000700,12,1,4,3
"159",53033000200,53033000700,14,2,4,1
"160",53033000200,53033000700,16,4,1,1
"161",53033000200,53033000700,18,4,4,2
"162",53033000200,53033000700,19,3,4,2
"163",53033000200,53033000700,19,4,4,1
"164",53033000200,53033000800,8,4,1,1
"165",53033000200,53033001200,5,2,1,1
"166",53033000200,53033001200,7,4,2,1
"167",53033000200,53033001200,10,3,1,1
"168",53033000200,53033001200,10,4,1,1
"169",53033000200,53033001200,11,4,1,1
"170",53033000200,53033001200,13,3,1,1
"171",53033000200,53033001200,16,4,1,1
"172",53033000200,53033001200,17,2,1,1
"173",53033000200,53033001200,17,4,1,1
"174",53033000200,53033001200,18,4,1,1
"175",53033000200,53033001200,18,4,1,1
"176",53033000200,53033001200,22,3,1,1
"177",53033000200,53033001300,14,4,1,1
"178",53033000200,53033001900,7,4,1,1
"179",53033000200,53033001900,7,4,1,1
"180",53033000200,53033001900,17,4,1,1
"181",53033000200,53033001900,18,4,1,1
"182",53033000200,53033002200,9,4,1,1
"183",53033000200,53033002200,19,3,1,1
"184",53033000200,53033002200,20,3,1,1
"185",53033000200,53033002600,7,4,1,2
"186",53033000200,53033002600,7,4,1,2
"187",53033000200,53033002600,17,4,1,1
"188",53033000200,53033002600,18,4,1,2
"189",53033000200,53033002600,19,4,1,1
"190",53033000200,53033002700,16,4,1,2
"191",53033000200,53033003000,8,4,1,1
"192",53033000200,53033003600,11,1,1,1
"193",53033000200,53033003900,8,4,1,1
"194",53033000200,53033003900,8,4,1,1
"195",53033000200,53033004000,18,4,1,1
"196",53033000200,53033004100,7,2,1,1
"197",53033000200,53033004301,13,3,1,1
"198",53033000200,53033004700,12,4,1,1
"199",53033000200,53033005000,8,2,1,1
"200",53033000200,53033005200,7,4,1,1
"201",53033000200,53033005301,15,4,1,1
"202",53033000200,53033005302,8,2,2,1
"203",53033000200,53033005801,7,2,1,1
"204",53033000200,53033006100,17,1,1,1
"205",53033000200,53033006700,7,2,1,1
"206",53033000200,53033007300,6,4,1,1
"207",53033000200,53033008600,5,4,1,2
"208",53033000200,53033009300,6,2,1,1
"209",53033000200,53033010100,15,4,1,1
"210",53033000200,53033010401,15,4,1,1
"211",53033000200,53033010900,12,4,1,1
"212",53033000200,53033011500,7,2,1,1
"213",53033000200,53033026001,20,1,1,3
"214",53033000300,53033001200,11,1,1,1
"215",53033000300,53033001400,16,3,1,1
"216",53033000300,53033002800,18,4,1,1
"217",53033000300,53033002900,9,1,1,1
"218",53033000300,53033003900,16,2,1,1
"219",53033000300,53033007100,8,2,1,1
"220",53033000300,53033007200,9,2,3,1
"221",53033000300,53033009200,13,1,3,1
"222",53033000401,53033000100,9,1,1,1
"223",53033000401,53033000100,15,1,1,3
"224",53033000401,53033000200,8,4,1,1
"225",53033000401,53033000200,8,4,1,2
"226",53033000401,53033000200,15,4,1,2
"227",53033000401,53033000401,8,2,4,1
"228",53033000401,53033000401,8,2,4,1
"229",53033000401,53033000401,8,3,4,1
"230",53033000401,53033000401,9,1,4,1
"231",53033000401,53033000401,10,4,4,1
"232",53033000401,53033000401,11,1,4,1
"233",53033000401,53033000401,11,4,4,1
"234",53033000401,53033000401,12,4,4,2
"235",53033000401,53033000401,13,1,4,1
"236",53033000401,53033000401,13,2,4,1
"237",53033000401,53033000401,13,4,1,2
"238",53033000401,53033000401,13,4,4,1
"239",53033000401,53033000401,13,4,4,1
"240",53033000401,53033000401,14,1,4,1
"241",53033000401,53033000401,14,2,4,1
"242",53033000401,53033000401,14,3,1,2
"243",53033000401,53033000401,14,4,1,1
"244",53033000401,53033000401,14,4,1,1
"245",53033000401,53033000401,14,4,4,1
"246",53033000401,53033000401,14,4,1,1
"247",53033000401,53033000401,15,1,1,2
"248",53033000401,53033000401,16,1,4,1
"249",53033000401,53033000401,16,4,4,1
"250",53033000401,53033000401,17,1,4,3
"251",53033000401,53033000401,17,3,4,1
"252",53033000401,53033000401,17,4,4,1
"253",53033000401,53033000401,18,1,4,2
"254",53033000401,53033000401,18,4,4,2
"255",53033000401,53033000401,19,1,4,1
"256",53033000401,53033000401,21,1,4,1
"257",53033000401,53033000402,12,1,4,1
"258",53033000401,53033000402,14,4,4,1
"259",53033000401,53033000402,16,1,1,1
"260",53033000401,53033000500,19,4,4,1
"261",53033000401,53033000600,7,4,1,1
"262",53033000401,53033000600,8,3,1,3
"263",53033000401,53033000600,12,3,1,1
"264",53033000401,53033000600,14,1,1,1
"265",53033000401,53033000600,16,3,1,1
"266",53033000401,53033000600,16,3,4,1
"267",53033000401,53033001200,12,3,3,1
"268",53033000401,53033001200,14,3,1,1
"269",53033000401,53033001200,14,4,1,1
"270",53033000401,53033001200,17,4,1,1
"271",53033000401,53033001300,20,1,1,2
"272",53033000401,53033001400,6,2,1,1
"273",53033000401,53033001400,9,3,1,1
"274",53033000401,53033001400,14,3,1,1
"275",53033000401,53033001400,16,3,1,1
"276",53033000401,53033001701,14,3,1,1
"277",53033000401,53033001900,11,1,1,1
"278",53033000401,53033001900,16,4,1,1
"279",53033000401,53033002500,18,4,1,1
"280",53033000401,53033002700,15,3,1,2
"281",53033000401,53033002800,17,1,1,1
"282",53033000401,53033003200,15,1,1,1
"283",53033000401,53033003300,9,2,1,1
"284",53033000401,53033003500,18,1,3,1
"285",53033000401,53033003600,14,3,2,1
"286",53033000401,53033004000,9,2,1,1
"287",53033000401,53033004301,11,3,3,1
"288",53033000401,53033004600,18,4,1,1
"289",53033000401,53033004700,9,4,1,1
"290",53033000401,53033004700,13,3,5,1
"291",53033000401,53033005200,7,2,1,1
"292",53033000401,53033007200,7,2,3,1
"293",53033000401,53033007200,10,4,1,1
"294",53033000401,53033007200,17,3,3,1
"295",53033000401,53033007600,11,4,1,1
"296",53033000401,53033008100,7,2,3,1
"297",53033000401,53033008200,6,2,3,1
"298",53033000401,53033008400,7,2,3,1
"299",53033000401,53033008400,12,4,1,1
"300",53033000401,53033008500,7,2,3,1
"301",53033000401,53033008500,9,2,1,1
"302",53033000401,53033009000,6,2,3,1
"303",53033000401,53033009100,10,3,2,1
"304",53033000401,53033011600,13,2,1,1
"305",53033000402,53033000200,10,1,1,1
"306",53033000402,53033000200,20,1,1,2
"307",53033000402,53033000401,4,4,4,1
"308",53033000402,53033000401,11,4,4,1
"309",53033000402,53033000401,14,1,1,1
"310",53033000402,53033000401,14,1,4,1
"311",53033000402,53033000402,4,1,4,1
"312",53033000402,53033000402,4,4,4,1
"313",53033000402,53033000600,8,4,1,2
"314",53033000402,53033000600,9,4,1,2
"315",53033000402,53033000600,11,2,1,1
"316",53033000402,53033000600,17,4,1,1
"317",53033000402,53033000600,17,4,1,1
"318",53033000402,53033000600,19,3,1,1
"319",53033000402,53033001200,20,4,1,1
"320",53033000402,53033001400,8,1,4,2
"321",53033000402,53033001400,13,3,1,2
"322",53033000402,53033001400,14,1,4,1
"323",53033000402,53033001400,14,3,1,1
"324",53033000402,53033001701,19,3,1,1
"325",53033000402,53033001701,20,3,1,1
"326",53033000402,53033002700,12,4,1,1
"327",53033000402,53033002900,15,4,1,1
"328",53033000402,53033003000,9,1,1,2
"329",53033000402,53033003000,18,1,1,1
"330",53033000402,53033004000,9,2,2,1
"331",53033000402,53033004301,18,4,1,1
"332",53033000402,53033004600,15,2,1,1
"333",53033000402,53033004700,8,4,1,1
"334",53033000402,53033004700,9,2,1,1
"335",53033000402,53033004900,7,2,1,1
"336",53033000402,53033005000,16,1,1,1
"337",53033000402,53033005000,18,4,1,1
"338",53033000402,53033005802,11,1,1,1
"339",53033000402,53033007200,6,2,3,1
"340",53033000402,53033007200,8,2,1,1
"341",53033000402,53033007200,8,4,1,1
"342",53033000402,53033007300,6,2,3,1
"343",53033000402,53033008100,14,3,3,1
"344",53033000402,53033008200,6,2,3,1
"345",53033000402,53033008200,8,2,3,1
"346",53033000402,53033008200,11,4,1,1
"347",53033000402,53033009200,21,1,3,1
"348",53033000402,53033011700,19,4,1,1
"349",53033000500,53033000401,16,4,1,1
"350",53033000500,53033000401,19,1,4,1
"351",53033000500,53033000500,8,1,4,1
"352",53033000500,53033000500,8,4,4,1
"353",53033000500,53033001000,7,4,1,1
"354",53033000500,53033001400,17,1,4,1
"355",53033000500,53033002900,15,2,1,1
"356",53033000500,53033003500,7,2,1,1
"357",53033000500,53033003500,12,2,1,1
"358",53033000500,53033005400,16,1,1,2
"359",53033000500,53033008600,7,2,1,2
"360",53033000500,53033009300,5,2,1,1
"361",53033000500,53033009300,8,2,5,1
"362",53033000500,53033009300,10,2,1,1
"363",53033000500,53033009701,18,1,1,1
"364",53033000600,53033000100,10,4,5,1
"365",53033000600,53033000200,11,3,1,1
"366",53033000600,53033000200,15,1,1,1
"367",53033000600,53033000200,17,3,1,1
"368",53033000600,53033000300,9,4,1,2
"369",53033000600,53033000300,9,4,1,1
"370",53033000600,53033000401,12,1,1,1
"371",53033000600,53033000401,17,1,1,1
"372",53033000600,53033000401,17,1,1,1
"373",53033000600,53033000401,17,2,4,1
"374",53033000600,53033000402,11,4,1,1
"375",53033000600,53033000402,20,1,1,1
"376",53033000600,53033000600,7,2,1,1
"377",53033000600,53033000600,8,4,5,1
"378",53033000600,53033000600,8,4,1,1
"379",53033000600,53033000600,9,3,1,1
"380",53033000600,53033000600,10,1,1,2
"381",53033000600,53033000600,10,4,1,1
"382",53033000600,53033000600,10,4,4,2
"383",53033000600,53033000600,11,3,1,2
"384",53033000600,53033000600,14,4,5,1
"385",53033000600,53033000600,15,3,1,1
"386",53033000600,53033000600,15,4,1,1
"387",53033000600,53033000600,16,3,1,1
"388",53033000600,53033000600,18,1,1,1
"389",53033000600,53033000600,19,1,4,1
"390",53033000600,53033000600,19,4,4,1
"391",53033000600,53033000600,20,4,4,2
"392",53033000600,53033000600,22,1,4,2
"393",53033000600,53033000700,8,3,1,1
"394",53033000600,53033000700,18,3,4,1
"395",53033000600,53033000800,11,2,1,1
"396",53033000600,53033001000,7,4,3,1
"397",53033000600,53033001200,10,4,1,1
"398",53033000600,53033001200,11,4,1,1
"399",53033000600,53033001200,12,3,1,2
"400",53033000600,53033001200,12,3,1,2
"401",53033000600,53033001200,12,4,4,1
"402",53033000600,53033001200,13,3,1,1
"403",53033000600,53033001200,13,4,1,1
"404",53033000600,53033001200,14,3,1,1
"405",53033000600,53033001200,15,3,1,1
"406",53033000600,53033001200,15,4,1,1
"407",53033000600,53033001200,16,4,4,1
"408",53033000600,53033001200,16,4,1,1
"409",53033000600,53033001200,18,1,1,1
"410",53033000600,53033001200,18,3,1,3
"411",53033000600,53033001200,18,4,1,1
"412",53033000600,53033001300,10,1,4,2
"413",53033000600,53033001300,17,1,1,1
"414",53033000600,53033001300,18,1,1,2
"415",53033000600,53033001400,8,1,1,2
"416",53033000600,53033001400,10,4,1,3
"417",53033000600,53033001600,8,4,1,1
"418",53033000600,53033001600,14,3,1,2
"419",53033000600,53033001600,15,3,1,1
"420",53033000600,53033001600,17,1,1,1
"421",53033000600,53033001600,17,3,1,1
"422",53033000600,53033001701,9,3,1,2
"423",53033000600,53033001702,9,1,1,1
"424",53033000600,53033001900,7,4,3,1
"425",53033000600,53033001900,8,4,4,1
"426",53033000600,53033001900,12,4,1,2
"427",53033000600,53033001900,16,1,1,1
"428",53033000600,53033002000,10,2,1,1
"429",53033000600,53033002400,16,4,1,1
"430",53033000600,53033002700,9,4,1,1
"431",53033000600,53033002800,23,1,1,1
"432",53033000600,53033002900,11,3,1,1
"433",53033000600,53033002900,18,1,2,1
"434",53033000600,53033003500,8,2,1,1
"435",53033000600,53033003600,5,4,1,1
"436",53033000600,53033003600,15,1,1,3
"437",53033000600,53033003900,11,3,1,1
"438",53033000600,53033004100,9,4,1,2
"439",53033000600,53033004100,10,1,1,1
"440",53033000600,53033004100,12,1,1,1
"441",53033000600,53033004100,17,1,1,1
"442",53033000600,53033004400,15,1,3,1
"443",53033000600,53033004400,17,1,2,1
"444",53033000600,53033004600,8,1,1,1
"445",53033000600,53033004600,10,4,1,2
"446",53033000600,53033004600,16,4,1,1
"447",53033000600,53033004600,17,4,5,1
"448",53033000600,53033005000,6,2,1,1
"449",53033000600,53033005000,10,1,1,1
"450",53033000600,53033005301,6,4,3,1
"451",53033000600,53033005302,6,2,3,1
"452",53033000600,53033005302,9,2,3,1
"453",53033000600,53033005302,10,2,3,1
"454",53033000600,53033005302,10,3,1,2
"455",53033000600,53033005400,7,1,1,1
"456",53033000600,53033005400,15,1,3,1
"457",53033000600,53033005801,16,1,1,1
"458",53033000600,53033006100,14,4,1,2
"459",53033000600,53033007100,18,1,1,1
"460",53033000600,53033007200,8,2,3,1
"461",53033000600,53033007500,17,3,1,1
"462",53033000600,53033007500,19,1,1,1
"463",53033000600,53033008001,7,2,3,1
"464",53033000600,53033008100,8,2,3,1
"465",53033000600,53033008200,8,4,1,1
"466",53033000600,53033008200,8,4,1,1
"467",53033000600,53033009000,8,2,1,1
"468",53033000600,53033009600,15,1,1,1
"469",53033000700,53033000100,8,2,4,1
"470",53033000700,53033000100,9,2,4,1
"471",53033000700,53033000100,10,3,1,1
"472",53033000700,53033000100,10,4,4,3
"473",53033000700,53033000100,11,4,4,1
"474",53033000700,53033000100,12,3,1,1
"475",53033000700,53033000100,14,3,4,1
"476",53033000700,53033000100,14,4,4,1
"477",53033000700,53033000100,16,3,4,1
"478",53033000700,53033000100,17,3,1,1
"479",53033000700,53033000100,17,4,4,2
"480",53033000700,53033000100,18,2,4,2
"481",53033000700,53033000200,8,4,1,1
"482",53033000700,53033000200,9,1,1,1
"483",53033000700,53033000200,10,1,1,1
"484",53033000700,53033000200,10,4,4,1
"485",53033000700,53033000200,15,1,4,1
"486",53033000700,53033000200,18,1,1,2
"487",53033000700,53033000200,18,1,4,2
"488",53033000700,53033000200,18,4,4,1
"489",53033000700,53033000200,19,1,4,1
"490",53033000700,53033000200,20,1,4,2
"491",53033000700,53033000200,21,1,1,2
"492",53033000700,53033000401,10,1,1,2
"493",53033000700,53033000600,4,2,1,1
"494",53033000700,53033000600,8,4,3,1
"495",53033000700,53033000600,18,1,4,1
"496",53033000700,53033000700,7,1,4,2
"497",53033000700,53033000700,7,4,4,2
"498",53033000700,53033000700,11,1,4,2
"499",53033000700,53033000700,11,4,4,2
"500",53033000700,53033000700,11,4,1,1
"501",53033000700,53033000700,12,1,1,1
"502",53033000700,53033000700,15,1,4,1
"503",53033000700,53033000700,15,4,4,2
"504",53033000700,53033000700,16,1,4,2
"505",53033000700,53033000700,19,1,4,1
"506",53033000700,53033000900,21,1,1,1
"507",53033000700,53033001000,7,4,4,1
"508",53033000700,53033001000,8,4,4,1
"509",53033000700,53033001200,19,3,1,3
"510",53033000700,53033001200,21,3,1,2
"511",53033000700,53033002200,7,1,1,1
"512",53033000700,53033002500,10,1,1,1
"513",53033000700,53033002500,19,4,1,1
"514",53033000700,53033003000,15,1,1,1
"515",53033000700,53033003600,14,4,1,1
"516",53033000700,53033003600,18,1,1,1
"517",53033000700,53033004000,13,4,1,1
"518",53033000700,53033004000,13,4,1,1
"519",53033000700,53033004100,8,1,1,1
"520",53033000700,53033004200,17,4,1,3
"521",53033000700,53033004700,19,3,5,2
"522",53033000700,53033005000,7,2,5,1
"523",53033000700,53033005302,7,2,3,1
"524",53033000700,53033005400,14,4,1,2
"525",53033000700,53033005700,7,2,1,1
"526",53033000700,53033006200,7,2,1,1
"527",53033000700,53033007200,6,2,3,1
"528",53033000700,53033007402,20,1,3,1
"529",53033000700,53033007900,14,3,1,1
"530",53033000700,53033008001,22,1,1,1
"531",53033000700,53033008002,7,2,3,1
"532",53033000700,53033008300,7,2,3,1
"533",53033000700,53033008400,9,4,3,1
"534",53033000700,53033008400,12,4,3,1
"535",53033000700,53033008400,14,4,3,1
"536",53033000700,53033008500,9,4,1,2
"537",53033000700,53033008700,7,2,1,1
"538",53033000700,53033009300,8,2,3,1
"539",53033000700,53033010900,7,2,1,1
"540",53033000800,53033000100,18,1,1,3
"541",53033000800,53033000100,20,4,1,1
"542",53033000800,53033000700,12,4,1,1
"543",53033000800,53033000800,8,4,1,1
"544",53033000800,53033000900,5,1,4,1
"545",53033000800,53033001100,23,1,1,1
"546",53033000800,53033002200,17,1,4,3
"547",53033000800,53033002400,8,1,1,1
"548",53033000800,53033002400,13,1,1,1
"549",53033000800,53033006700,14,1,1,1
"550",53033000800,53033008100,4,2,3,1
"551",53033000800,53033008100,9,2,2,1
"552",53033000800,53033008100,10,4,3,1
"553",53033000800,53033008300,12,2,1,1
"554",53033000900,53033000100,18,4,1,1
"555",53033000900,53033000200,17,4,4,1
"556",53033000900,53033000800,5,4,4,1
"557",53033000900,53033000900,13,4,4,1
"558",53033000900,53033000900,20,1,4,1
"559",53033000900,53033000900,20,4,4,1
"560",53033000900,53033001200,13,3,1,1
"561",53033000900,53033001200,19,1,1,1
"562",53033000900,53033002100,8,4,1,1
"563",53033000900,53033002100,12,2,1,1
"564",53033000900,53033002200,13,1,4,1
"565",53033000900,53033002200,17,1,4,3
"566",53033000900,53033002400,10,3,1,2
"567",53033000900,53033003800,7,4,1,1
"568",53033000900,53033003800,7,4,1,2
"569",53033000900,53033003900,8,4,1,2
"570",53033000900,53033004100,18,2,3,1
"571",53033000900,53033004200,7,4,1,1
"572",53033000900,53033004200,20,4,1,1
"573",53033000900,53033005000,5,2,1,1
"574",53033000900,53033007300,7,2,1,1
"575",53033000900,53033007600,11,1,1,1
"576",53033000900,53033008100,6,2,1,1
"577",53033000900,53033008500,7,2,3,1
"578",53033001000,53033000100,8,1,1,1
"579",53033001000,53033000100,10,3,1,1
"580",53033001000,53033000100,14,1,1,5
"581",53033001000,53033000100,15,1,4,1
"582",53033001000,53033000100,15,2,3,1
"583",53033001000,53033000100,17,1,1,1
"584",53033001000,53033000500,15,1,1,1
"585",53033001000,53033000700,8,1,4,1
"586",53033001000,53033000700,14,1,4,1
"587",53033001000,53033001000,6,1,4,1
"588",53033001000,53033001000,6,4,4,1
"589",53033001000,53033001000,18,1,4,1
"590",53033001000,53033001000,18,4,4,1
"591",53033001000,53033001200,9,3,1,1
"592",53033001000,53033001200,14,4,5,2
"593",53033001000,53033001900,10,1,1,1
"594",53033001000,53033001900,17,1,1,1
"595",53033001000,53033001900,21,1,1,2
"596",53033001000,53033002000,8,1,1,1
"597",53033001000,53033002000,14,1,1,2
"598",53033001000,53033002100,15,1,4,1
"599",53033001000,53033002200,14,1,1,3
"600",53033001000,53033002200,18,1,1,1
"601",53033001000,53033002700,14,4,1,1
"602",53033001000,53033002700,14,4,1,1
"603",53033001000,53033002700,14,4,1,1
"604",53033001000,53033003800,19,1,1,2
"605",53033001000,53033003800,20,1,1,2
"606",53033001000,53033005301,8,2,1,1
"607",53033001000,53033007200,7,2,1,1
"608",53033001000,53033007900,21,3,1,1
"609",53033001100,53033000700,8,4,1,1
"610",53033001100,53033000700,14,4,1,2
"611",53033001100,53033000700,17,4,1,1
"612",53033001100,53033000800,20,4,1,1
"613",53033001100,53033007500,11,4,1,1
"614",53033001200,53033000100,12,3,3,1
"615",53033001200,53033000100,12,4,1,1
"616",53033001200,53033000100,17,4,1,1
"617",53033001200,53033000200,9,1,1,1
"618",53033001200,53033000200,9,1,2,1
"619",53033001200,53033000200,11,1,1,1
"620",53033001200,53033000200,12,2,1,1
"621",53033001200,53033000200,14,2,1,1
"622",53033001200,53033000200,15,3,1,1
"623",53033001200,53033000200,15,4,3,1
"624",53033001200,53033000200,15,4,1,1
"625",53033001200,53033000200,15,4,1,1
"626",53033001200,53033000200,17,1,1,1
"627",53033001200,53033000200,18,1,1,1
"628",53033001200,53033000200,19,1,1,2
"629",53033001200,53033000200,22,1,1,1
"630",53033001200,53033000300,11,4,5,1
"631",53033001200,53033000401,14,3,1,1
"632",53033001200,53033000401,14,4,1,1
"633",53033001200,53033000401,17,4,1,1
"634",53033001200,53033000401,19,1,1,1
"635",53033001200,53033000402,20,1,1,1
"636",53033001200,53033000500,20,1,1,2
"637",53033001200,53033000600,9,4,4,2
"638",53033001200,53033000600,11,4,1,1
"639",53033001200,53033000600,12,2,4,1
"640",53033001200,53033000600,13,2,1,2
"641",53033001200,53033000600,13,3,1,2
"642",53033001200,53033000600,13,4,1,1
"643",53033001200,53033000600,14,1,1,1
"644",53033001200,53033000600,14,1,1,1
"645",53033001200,53033000600,14,4,1,1
"646",53033001200,53033000600,14,4,5,1
"647",53033001200,53033000600,15,4,1,2
"648",53033001200,53033000600,16,1,1,1
"649",53033001200,53033000600,16,4,4,1
"650",53033001200,53033000600,17,1,1,1
"651",53033001200,53033000600,18,1,1,1
"652",53033001200,53033000700,19,4,1,3
"653",53033001200,53033000700,22,1,1,2
"654",53033001200,53033000800,14,1,1,1
"655",53033001200,53033000900,11,4,1,1
"656",53033001200,53033000900,14,1,1,1
"657",53033001200,53033000900,19,1,3,1
"658",53033001200,53033001000,7,4,5,2
"659",53033001200,53033001000,9,4,1,1
"660",53033001200,53033001000,9,4,1,1
"661",53033001200,53033001100,20,4,1,1
"662",53033001200,53033001200,6,2,1,1
"663",53033001200,53033001200,7,1,1,1
"664",53033001200,53033001200,7,4,1,1
"665",53033001200,53033001200,8,3,4,1
