"id","o_tract","d_tract","time_start_hhmm","d_purpose","mode","count"
"3246",53033004400,53033005301,17,3,4,1
"3247",53033004400,53033005301,18,1,4,1
"3248",53033004400,53033005301,19,3,4,1
"3249",53033004400,53033005301,21,3,4,1
"3250",53033004400,53033005301,23,1,4,1
"3251",53033004400,53033005301,23,4,1,1
"3252",53033004400,53033005302,7,2,4,1
"3253",53033004400,53033005302,8,2,2,1
"3254",53033004400,53033005302,8,2,4,1
"3255",53033004400,53033005302,8,4,4,1
"3256",53033004400,53033005302,8,4,4,1
"3257",53033004400,53033005302,9,4,4,1
"3258",53033004400,53033005302,10,2,2,1
"3259",53033004400,53033005302,10,4,4,2
"3260",53033004400,53033005302,11,2,4,1
"3261",53033004400,53033005302,12,4,3,1
"3262",53033004400,53033005302,13,4,4,1
"3263",53033004400,53033005302,18,4,4,2
"3264",53033004400,53033005302,21,4,4,1
"3265",53033004400,53033005400,21,1,1,1
"3266",53033004400,53033006000,13,2,2,1
"3267",53033004400,53033006100,15,2,2,1
"3268",53033004400,53033006600,18,1,1,2
"3269",53033004400,53033006700,14,4,1,2
"3270",53033004400,53033006700,22,1,1,1
"3271",53033004400,53033007200,7,2,1,1
"3272",53033004400,53033007200,8,4,3,1
"3273",53033004400,53033007200,9,2,3,1
"3274",53033004400,53033007200,18,1,1,1
"3275",53033004400,53033007200,21,1,1,1
"3276",53033004400,53033007300,16,4,3,2
"3277",53033004400,53033007401,14,4,3,1
"3278",53033004400,53033007402,10,2,1,1
"3279",53033004400,53033007500,12,2,3,1
"3280",53033004400,53033007500,16,2,3,1
"3281",53033004400,53033007500,18,4,3,1
"3282",53033004400,53033007600,18,4,1,3
"3283",53033004400,53033007900,17,1,3,1
"3284",53033004400,53033008002,6,4,3,1
"3285",53033004400,53033008002,8,4,3,1
"3286",53033004400,53033008100,5,4,3,1
"3287",53033004400,53033008100,6,2,3,1
"3288",53033004400,53033008100,8,2,3,2
"3289",53033004400,53033008100,15,2,3,1
"3290",53033004400,53033008300,9,4,3,1
"3291",53033004400,53033008400,9,4,1,1
"3292",53033004400,53033008600,14,2,1,1
"3293",53033004400,53033008700,14,4,1,1
"3294",53033004400,53033009300,6,2,1,1
"3295",53033004400,53033009300,7,2,3,1
"3296",53033004400,53033010001,9,4,3,1
"3297",53033004500,53033001200,18,4,1,1
"3298",53033004500,53033001701,11,4,1,1
"3299",53033004500,53033001900,12,4,1,1
"3300",53033004500,53033002600,12,1,1,1
"3301",53033004500,53033003600,9,4,1,2
"3302",53033004500,53033003600,9,4,1,1
"3303",53033004500,53033003600,17,4,1,1
"3304",53033004500,53033004400,15,4,2,3
"3305",53033004500,53033004400,16,3,1,1
"3306",53033004500,53033004500,13,2,4,1
"3307",53033004500,53033004500,17,1,4,1
"3308",53033004500,53033004600,12,4,1,1
"3309",53033004500,53033004600,18,1,1,1
"3310",53033004500,53033005000,15,4,1,1
"3311",53033004500,53033005100,8,3,2,1
"3312",53033004500,53033005100,18,3,1,1
"3313",53033004500,53033005200,16,1,4,2
"3314",53033004500,53033005301,8,4,2,1
"3315",53033004500,53033005801,16,1,1,1
"3316",53033004500,53033007300,8,2,3,1
"3317",53033004500,53033008001,13,4,3,1
"3318",53033004600,53033000200,15,1,1,1
"3319",53033004600,53033000401,15,4,1,1
"3320",53033004600,53033000600,7,3,1,1
"3321",53033004600,53033000600,9,4,1,1
"3322",53033004600,53033000600,17,1,1,1
"3323",53033004600,53033000600,21,1,5,1
"3324",53033004600,53033001200,14,1,1,1
"3325",53033004600,53033001200,17,4,1,1
"3326",53033004600,53033001200,17,4,1,2
"3327",53033004600,53033001200,20,4,1,1
"3328",53033004600,53033001600,16,1,1,2
"3329",53033004600,53033001800,12,1,3,2
"3330",53033004600,53033001800,19,1,4,2
"3331",53033004600,53033001800,21,1,1,1
"3332",53033004600,53033001900,17,4,1,1
"3333",53033004600,53033001900,20,1,1,2
"3334",53033004600,53033002000,16,4,3,1
"3335",53033004600,53033002600,7,4,1,2
"3336",53033004600,53033002600,9,1,1,2
"3337",53033004600,53033002600,14,1,1,1
"3338",53033004600,53033002600,15,3,1,2
"3339",53033004600,53033002700,18,4,1,1
"3340",53033004600,53033002800,7,1,4,1
"3341",53033004600,53033002800,11,4,1,2
"3342",53033004600,53033002800,17,1,4,1
"3343",53033004600,53033002800,19,1,4,1
"3344",53033004600,53033002800,19,4,1,1
"3345",53033004600,53033002800,20,1,4,2
"3346",53033004600,53033002900,16,1,1,1
"3347",53033004600,53033003100,6,1,1,1
"3348",53033004600,53033003200,18,1,1,1
"3349",53033004600,53033003400,16,2,1,1
"3350",53033004600,53033003500,9,4,4,2
"3351",53033004600,53033003500,14,4,1,2
"3352",53033004600,53033003500,19,4,1,3
"3353",53033004600,53033003600,6,4,4,1
"3354",53033004600,53033003600,14,4,4,1
"3355",53033004600,53033003600,16,4,4,1
"3356",53033004600,53033003600,17,1,4,3
"3357",53033004600,53033003600,19,1,4,1
"3358",53033004600,53033003600,19,4,4,3
"3359",53033004600,53033003600,20,1,4,1
"3360",53033004600,53033003600,21,1,4,1
"3361",53033004600,53033004301,15,2,1,1
"3362",53033004600,53033004302,19,4,1,1
"3363",53033004600,53033004302,21,1,1,1
"3364",53033004600,53033004400,17,4,1,2
"3365",53033004600,53033004400,19,1,2,1
"3366",53033004600,53033004500,12,2,1,1
"3367",53033004600,53033004600,8,4,1,1
"3368",53033004600,53033004600,9,1,1,1
"3369",53033004600,53033004600,10,4,4,1
"3370",53033004600,53033004600,13,1,1,1
"3371",53033004600,53033004600,13,4,4,2
"3372",53033004600,53033004600,13,4,4,1
"3373",53033004600,53033004600,14,4,4,1
"3374",53033004600,53033004600,15,4,4,2
"3375",53033004600,53033004600,16,1,4,1
"3376",53033004600,53033004600,16,3,4,1
"3377",53033004600,53033004600,16,4,4,2
"3378",53033004600,53033004600,17,4,4,1
"3379",53033004600,53033004600,18,4,4,1
"3380",53033004600,53033004600,19,1,4,1
"3381",53033004600,53033004600,19,3,4,1
"3382",53033004600,53033004700,15,3,1,1
"3383",53033004600,53033004900,10,1,4,1
"3384",53033004600,53033004900,11,4,1,1
"3385",53033004600,53033004900,16,1,4,1
"3386",53033004600,53033005000,10,1,1,2
"3387",53033004600,53033005000,13,1,1,1
"3388",53033004600,53033005000,14,1,2,1
"3389",53033004600,53033005000,14,1,4,1
"3390",53033004600,53033005000,16,1,1,1
"3391",53033004600,53033005000,18,1,4,1
"3392",53033004600,53033005000,21,1,4,1
"3393",53033004600,53033005000,22,1,3,1
"3394",53033004600,53033005100,10,3,1,1
"3395",53033004600,53033005100,13,3,1,1
"3396",53033004600,53033005100,18,4,3,1
"3397",53033004600,53033005200,11,1,4,1
"3398",53033004600,53033005200,19,3,1,1
"3399",53033004600,53033005302,19,4,1,2
"3400",53033004600,53033005400,11,1,1,1
"3401",53033004600,53033005400,15,1,1,1
"3402",53033004600,53033005400,19,1,1,1
"3403",53033004600,53033006700,9,2,1,1
"3404",53033004600,53033006700,18,1,1,1
"3405",53033004600,53033007500,15,1,1,1
"3406",53033004600,53033007500,17,1,2,1
"3407",53033004600,53033007600,10,2,5,1
"3408",53033004600,53033007900,20,4,1,2
"3409",53033004600,53033008100,7,2,3,1
"3410",53033004600,53033008100,8,4,3,1
"3411",53033004600,53033008100,9,4,3,1
"3412",53033004600,53033008100,11,2,1,1
"3413",53033004600,53033008200,10,1,1,1
"3414",53033004600,53033008400,9,4,3,1
"3415",53033004600,53033008500,12,2,1,1
"3416",53033004600,53033010001,18,1,1,2
"3417",53033004600,53033010900,8,2,1,1
"3418",53033004700,53033000200,13,1,1,1
"3419",53033004700,53033000401,15,1,5,1
"3420",53033004700,53033000401,19,4,1,1
"3421",53033004700,53033000402,18,1,1,1
"3422",53033004700,53033001200,12,3,1,2
"3423",53033004700,53033001200,16,3,1,2
"3424",53033004700,53033001400,8,2,2,1
"3425",53033004700,53033001400,14,1,1,1
"3426",53033004700,53033001400,17,3,1,1
"3427",53033004700,53033001400,17,4,1,1
"3428",53033004700,53033001400,18,1,1,1
"3429",53033004700,53033001600,10,1,1,1
"3430",53033004700,53033001600,14,1,1,2
"3431",53033004700,53033001600,15,3,1,2
"3432",53033004700,53033001600,16,1,1,1
"3433",53033004700,53033001600,16,1,3,2
"3434",53033004700,53033001600,17,1,2,1
"3435",53033004700,53033001702,17,1,1,2
"3436",53033004700,53033001800,10,4,1,1
"3437",53033004700,53033001800,22,1,1,1
"3438",53033004700,53033001900,10,4,1,1
"3439",53033004700,53033001900,12,1,3,1
"3440",53033004700,53033001900,19,1,1,1
"3441",53033004700,53033002000,8,1,1,1
"3442",53033004700,53033002400,8,2,2,1
"3443",53033004700,53033002700,10,3,2,1
"3444",53033004700,53033002800,7,4,1,1
"3445",53033004700,53033002800,20,1,1,1
"3446",53033004700,53033002900,9,1,1,1
"3447",53033004700,53033002900,18,1,1,1
"3448",53033004700,53033002900,20,1,1,1
"3449",53033004700,53033003000,11,1,1,1
"3450",53033004700,53033003000,11,2,1,1
"3451",53033004700,53033003000,12,1,1,2
"3452",53033004700,53033003000,14,1,4,1
"3453",53033004700,53033003000,16,1,1,1
"3454",53033004700,53033003000,17,4,4,3
"3455",53033004700,53033003000,19,4,2,1
"3456",53033004700,53033003000,20,4,1,1
"3457",53033004700,53033003000,21,1,1,1
"3458",53033004700,53033003100,8,4,2,1
"3459",53033004700,53033003100,11,1,1,1
"3460",53033004700,53033003100,12,1,1,2
"3461",53033004700,53033003100,12,4,1,3
"3462",53033004700,53033003100,15,4,1,3
"3463",53033004700,53033003100,16,1,1,1
"3464",53033004700,53033003100,18,4,1,1
"3465",53033004700,53033003100,18,4,1,1
"3466",53033004700,53033003100,19,1,1,1
"3467",53033004700,53033003100,23,1,1,1
"3468",53033004700,53033003200,7,1,4,1
"3469",53033004700,53033003200,8,1,4,1
"3470",53033004700,53033003200,10,1,4,2
"3471",53033004700,53033003200,10,4,1,1
"3472",53033004700,53033003200,11,1,4,4
"3473",53033004700,53033003200,11,3,4,1
"3474",53033004700,53033003200,11,3,1,1
"3475",53033004700,53033003200,12,4,4,2
"3476",53033004700,53033003200,13,3,4,1
"3477",53033004700,53033003200,13,3,4,1
"3478",53033004700,53033003200,15,1,1,1
"3479",53033004700,53033003200,15,4,4,1
"3480",53033004700,53033003200,15,4,1,2
"3481",53033004700,53033003200,15,4,1,2
"3482",53033004700,53033003200,16,1,1,1
"3483",53033004700,53033003200,16,3,4,1
"3484",53033004700,53033003200,17,1,1,1
"3485",53033004700,53033003200,17,1,4,3
"3486",53033004700,53033003200,17,3,4,4
"3487",53033004700,53033003200,18,1,1,1
"3488",53033004700,53033003200,18,1,4,1
"3489",53033004700,53033003200,18,4,4,1
"3490",53033004700,53033003200,18,4,4,1
"3491",53033004700,53033003200,18,4,1,1
"3492",53033004700,53033003200,19,1,1,4
"3493",53033004700,53033003200,19,1,2,1
"3494",53033004700,53033003200,19,4,1,1
"3495",53033004700,53033003200,19,4,1,1
"3496",53033004700,53033003200,20,3,1,1
"3497",53033004700,53033003200,20,3,1,1
"3498",53033004700,53033003200,21,1,4,1
"3499",53033004700,53033003200,23,1,1,2
"3500",53033004700,53033003200,23,1,4,1
"3501",53033004700,53033003300,5,1,1,1
"3502",53033004700,53033003300,7,4,1,1
"3503",53033004700,53033003300,8,1,1,1
"3504",53033004700,53033003300,10,1,2,1
"3505",53033004700,53033003300,11,4,1,1
"3506",53033004700,53033003300,14,4,1,1
"3507",53033004700,53033003300,15,3,1,1
"3508",53033004700,53033003300,15,4,1,1
"3509",53033004700,53033003300,16,1,1,1
"3510",53033004700,53033003300,16,1,4,2
"3511",53033004700,53033003300,16,4,4,1
"3512",53033004700,53033003300,17,1,1,2
"3513",53033004700,53033003300,17,4,1,1
"3514",53033004700,53033003300,18,1,1,3
"3515",53033004700,53033003300,18,1,4,2
"3516",53033004700,53033003300,18,4,1,2
"3517",53033004700,53033003300,19,1,4,6
"3518",53033004700,53033003300,20,1,4,1
"3519",53033004700,53033003300,21,1,1,1
"3520",53033004700,53033003400,14,3,1,1
"3521",53033004700,53033003400,17,1,1,1
"3522",53033004700,53033003400,18,4,1,2
"3523",53033004700,53033003400,21,1,1,1
"3524",53033004700,53033003500,11,4,1,1
"3525",53033004700,53033003500,12,1,1,2
"3526",53033004700,53033003500,14,2,1,1
"3527",53033004700,53033003500,19,4,1,1
"3528",53033004700,53033003500,19,4,3,1
"3529",53033004700,53033004000,6,2,3,1
"3530",53033004700,53033004000,12,4,1,2
"3531",53033004700,53033004100,15,1,1,1
"3532",53033004700,53033004400,12,1,2,1
"3533",53033004700,53033004400,20,1,1,2
"3534",53033004700,53033004500,13,2,1,1
"3535",53033004700,53033004700,0,4,4,1
"3536",53033004700,53033004700,5,4,4,2
"3537",53033004700,53033004700,6,1,4,3
"3538",53033004700,53033004700,6,4,1,1
"3539",53033004700,53033004700,6,4,4,1
"3540",53033004700,53033004700,6,4,4,2
"3541",53033004700,53033004700,7,1,4,6
"3542",53033004700,53033004700,7,2,4,1
"3543",53033004700,53033004700,7,4,4,1
"3544",53033004700,53033004700,7,4,4,3
"3545",53033004700,53033004700,8,2,1,1
"3546",53033004700,53033004700,8,3,1,1
"3547",53033004700,53033004700,8,4,4,1
"3548",53033004700,53033004700,8,4,1,1
"3549",53033004700,53033004700,9,1,4,1
"3550",53033004700,53033004700,9,3,4,1
"3551",53033004700,53033004700,9,3,1,1
"3552",53033004700,53033004700,9,4,4,1
"3553",53033004700,53033004700,9,4,1,2
"3554",53033004700,53033004700,9,4,4,1
"3555",53033004700,53033004700,9,4,1,1
"3556",53033004700,53033004700,10,1,4,2
"3557",53033004700,53033004700,10,2,4,1
"3558",53033004700,53033004700,10,3,1,2
"3559",53033004700,53033004700,10,3,4,1
"3560",53033004700,53033004700,10,3,4,2
"3561",53033004700,53033004700,10,4,1,2
"3562",53033004700,53033004700,10,4,1,2
"3563",53033004700,53033004700,10,4,4,1
"3564",53033004700,53033004700,10,4,4,1
"3565",53033004700,53033004700,10,4,1,1
"3566",53033004700,53033004700,11,1,4,2
"3567",53033004700,53033004700,11,3,1,1
"3568",53033004700,53033004700,11,3,1,2
"3569",53033004700,53033004700,11,3,4,1
"3570",53033004700,53033004700,11,4,1,1
"3571",53033004700,53033004700,11,4,4,1
"3572",53033004700,53033004700,11,4,4,4
"3573",53033004700,53033004700,12,1,1,1
"3574",53033004700,53033004700,12,1,1,2
"3575",53033004700,53033004700,12,1,4,5
"3576",53033004700,53033004700,12,2,1,1
"3577",53033004700,53033004700,12,2,4,3
"3578",53033004700,53033004700,12,3,1,1
"3579",53033004700,53033004700,12,3,1,2
"3580",53033004700,53033004700,12,3,4,2
"3581",53033004700,53033004700,12,4,1,1
"3582",53033004700,53033004700,12,4,4,1
"3583",53033004700,53033004700,12,4,4,1
"3584",53033004700,53033004700,12,4,4,2
"3585",53033004700,53033004700,12,4,4,3
"3586",53033004700,53033004700,12,4,4,1
"3587",53033004700,53033004700,13,1,1,1
"3588",53033004700,53033004700,13,1,4,1
"3589",53033004700,53033004700,13,2,4,2
"3590",53033004700,53033004700,13,3,1,1
"3591",53033004700,53033004700,13,3,1,2
"3592",53033004700,53033004700,13,4,1,3
"3593",53033004700,53033004700,13,4,4,2
"3594",53033004700,53033004700,13,4,4,2
"3595",53033004700,53033004700,13,4,1,1
"3596",53033004700,53033004700,13,4,4,2
"3597",53033004700,53033004700,13,4,4,4
"3598",53033004700,53033004700,14,1,1,1
"3599",53033004700,53033004700,14,1,4,1
"3600",53033004700,53033004700,14,2,4,1
"3601",53033004700,53033004700,14,3,1,1
"3602",53033004700,53033004700,14,3,4,2
"3603",53033004700,53033004700,14,3,1,1
"3604",53033004700,53033004700,14,4,4,1
"3605",53033004700,53033004700,14,4,4,1
"3606",53033004700,53033004700,15,1,1,1
"3607",53033004700,53033004700,15,2,4,1
"3608",53033004700,53033004700,15,3,1,1
"3609",53033004700,53033004700,15,3,1,1
"3610",53033004700,53033004700,15,3,4,1
"3611",53033004700,53033004700,15,3,1,3
"3612",53033004700,53033004700,15,4,1,3
"3613",53033004700,53033004700,15,4,4,1
"3614",53033004700,53033004700,16,1,1,2
"3615",53033004700,53033004700,16,1,4,6
"3616",53033004700,53033004700,16,2,1,1
"3617",53033004700,53033004700,16,3,1,1
"3618",53033004700,53033004700,16,3,4,7
"3619",53033004700,53033004700,16,3,1,1
"3620",53033004700,53033004700,16,3,4,3
"3621",53033004700,53033004700,16,4,1,1
"3622",53033004700,53033004700,16,4,4,1
"3623",53033004700,53033004700,16,4,1,1
"3624",53033004700,53033004700,16,4,4,2
"3625",53033004700,53033004700,16,4,4,1
"3626",53033004700,53033004700,16,4,4,1
"3627",53033004700,53033004700,17,1,1,2
"3628",53033004700,53033004700,17,1,4,8
"3629",53033004700,53033004700,17,2,1,1
"3630",53033004700,53033004700,17,2,2,1
"3631",53033004700,53033004700,17,3,1,2
"3632",53033004700,53033004700,17,3,1,2
"3633",53033004700,53033004700,17,3,4,1
"3634",53033004700,53033004700,17,4,1,1
"3635",53033004700,53033004700,17,4,4,3
"3636",53033004700,53033004700,17,4,1,2
"3637",53033004700,53033004700,18,1,1,2
"3638",53033004700,53033004700,18,1,1,1
"3639",53033004700,53033004700,18,1,4,7
"3640",53033004700,53033004700,18,3,4,4
"3641",53033004700,53033004700,18,4,1,1
"3642",53033004700,53033004700,18,4,4,1
"3643",53033004700,53033004700,18,4,4,1
"3644",53033004700,53033004700,18,4,4,2
"3645",53033004700,53033004700,18,4,4,2
"3646",53033004700,53033004700,19,1,2,1
"3647",53033004700,53033004700,19,1,4,6
"3648",53033004700,53033004700,19,3,2,1
"3649",53033004700,53033004700,19,4,1,2
"3650",53033004700,53033004700,19,4,4,1
"3651",53033004700,53033004700,19,4,1,1
"3652",53033004700,53033004700,19,4,4,4
"3653",53033004700,53033004700,19,4,4,1
"3654",53033004700,53033004700,20,1,1,2
"3655",53033004700,53033004700,20,1,4,4
"3656",53033004700,53033004700,20,3,1,1
"3657",53033004700,53033004700,20,3,1,2
"3658",53033004700,53033004700,20,3,1,1
"3659",53033004700,53033004700,20,4,4,1
"3660",53033004700,53033004700,20,4,4,1
"3661",53033004700,53033004700,20,4,4,1
"3662",53033004700,53033004700,20,4,4,2
"3663",53033004700,53033004700,21,1,4,5
"3664",53033004700,53033004700,21,4,4,1
"3665",53033004700,53033004700,21,4,4,2
"3666",53033004700,53033004700,23,1,4,2
"3667",53033004700,53033004700,23,4,4,1
"3668",53033004700,53033004800,1,1,1,1
"3669",53033004700,53033004800,7,4,2,1
"3670",53033004700,53033004800,7,4,2,1
"3671",53033004700,53033004800,8,2,1,1
"3672",53033004700,53033004800,9,2,4,1
"3673",53033004700,53033004800,9,3,1,4
"3674",53033004700,53033004800,11,1,1,1
"3675",53033004700,53033004800,12,1,1,1
"3676",53033004700,53033004800,12,1,4,1
"3677",53033004700,53033004800,15,1,3,1
"3678",53033004700,53033004800,18,1,1,1
"3679",53033004700,53033004800,19,1,1,1
"3680",53033004700,53033004800,20,1,1,1
"3681",53033004700,53033004800,23,1,4,1
"3682",53033004700,53033004900,8,2,3,2
"3683",53033004700,53033004900,8,3,1,1
"3684",53033004700,53033004900,9,1,1,3
"3685",53033004700,53033004900,10,1,1,1
"3686",53033004700,53033004900,10,4,1,1
"3687",53033004700,53033004900,11,3,1,1
"3688",53033004700,53033004900,12,1,1,1
"3689",53033004700,53033004900,13,1,1,1
"3690",53033004700,53033004900,13,1,1,2
"3691",53033004700,53033004900,16,1,4,1
"3692",53033004700,53033004900,16,4,1,1
"3693",53033004700,53033004900,17,1,1,1
"3694",53033004700,53033004900,17,4,1,1
"3695",53033004700,53033004900,20,1,1,1
"3696",53033004700,53033004900,21,1,1,1
"3697",53033004700,53033005000,14,1,1,2
"3698",53033004700,53033005000,15,1,1,1
"3699",53033004700,53033005000,20,1,1,1
"3700",53033004700,53033005000,22,1,1,1
"3701",53033004700,53033005000,23,1,1,1
"3702",53033004700,53033005100,0,4,1,1
"3703",53033004700,53033005100,14,4,3,1
"3704",53033004700,53033005100,15,4,3,1
"3705",53033004700,53033005100,19,1,2,1
"3706",53033004700,53033005200,8,4,1,1
"3707",53033004700,53033005200,9,2,1,1
"3708",53033004700,53033005200,15,3,1,1
"3709",53033004700,53033005200,19,3,5,2
"3710",53033004700,53033005200,21,4,1,1
"3711",53033004700,53033005200,22,1,3,1
"3712",53033004700,53033005302,6,2,3,2
"3713",53033004700,53033005302,7,2,1,1
"3714",53033004700,53033005302,11,2,1,1
"3715",53033004700,53033005302,18,4,1,1
"3716",53033004700,53033005400,8,4,1,1
"3717",53033004700,53033005400,10,2,1,1
"3718",53033004700,53033005400,13,1,1,1
"3719",53033004700,53033005400,14,4,1,1
"3720",53033004700,53033005400,18,4,1,1
"3721",53033004700,53033005400,21,1,1,1
"3722",53033004700,53033005600,12,2,1,1
"3723",53033004700,53033005600,16,3,1,1
"3724",53033004700,53033005600,16,3,4,1
"3725",53033004700,53033005700,9,2,1,1
"3726",53033004700,53033005700,10,1,1,1
"3727",53033004700,53033005700,15,1,1,1
"3728",53033004700,53033005801,10,1,1,1
"3729",53033004700,53033005801,11,2,1,1
"3730",53033004700,53033005801,11,3,1,1
"3731",53033004700,53033005801,13,2,1,1
"3732",53033004700,53033005801,13,3,1,1
"3733",53033004700,53033005801,14,1,3,1
"3734",53033004700,53033005801,14,2,1,1
"3735",53033004700,53033005801,14,3,1,1
"3736",53033004700,53033005801,18,4,1,1
"3737",53033004700,53033005802,10,4,1,2
"3738",53033004700,53033005802,11,4,1,1
"3739",53033004700,53033005802,12,1,1,1
"3740",53033004700,53033005802,14,3,1,1
"3741",53033004700,53033005802,16,1,1,1
"3742",53033004700,53033005802,17,1,1,1
"3743",53033004700,53033005802,17,1,1,2
"3744",53033004700,53033005802,18,4,1,1
"3745",53033004700,53033005802,19,1,1,1
"3746",53033004700,53033005802,20,1,1,1
"3747",53033004700,53033005900,2,1,1,2
"3748",53033004700,53033005900,7,1,1,1
"3749",53033004700,53033005900,8,1,1,1
"3750",53033004700,53033005900,9,1,1,1
"3751",53033004700,53033005900,11,1,1,2
"3752",53033004700,53033005900,15,1,1,1
"3753",53033004700,53033005900,15,1,1,1
"3754",53033004700,53033005900,17,3,1,1
"3755",53033004700,53033006000,7,2,1,1
"3756",53033004700,53033006000,8,1,3,1
"3757",53033004700,53033006000,16,4,1,1
"3758",53033004700,53033006000,16,4,1,1
"3759",53033004700,53033006000,18,4,4,2
"3760",53033004700,53033006100,12,1,1,1
"3761",53033004700,53033006100,13,1,1,1
"3762",53033004700,53033006100,17,1,1,1
"3763",53033004700,53033006400,20,1,3,2
"3764",53033004700,53033006500,15,4,1,1
"3765",53033004700,53033006600,6,2,1,1
"3766",53033004700,53033006600,6,4,1,1
"3767",53033004700,53033006600,7,2,1,1
"3768",53033004700,53033006700,8,2,1,1
"3769",53033004700,53033006700,8,4,1,1
"3770",53033004700,53033006700,8,4,1,1
"3771",53033004700,53033006700,12,1,1,1
"3772",53033004700,53033006700,14,1,3,1
"3773",53033004700,53033006700,15,1,1,2
"3774",53033004700,53033006700,15,4,1,1
"3775",53033004700,53033006700,20,1,1,2
"3776",53033004700,53033006800,15,1,1,1
"3777",53033004700,53033006800,21,3,1,2
"3778",53033004700,53033006900,18,1,3,1
"3779",53033004700,53033007000,13,4,1,1
"3780",53033004700,53033007000,16,4,1,1
"3781",53033004700,53033007100,6,2,1,1
"3782",53033004700,53033007100,8,2,3,2
"3783",53033004700,53033007100,9,2,2,1
"3784",53033004700,53033007100,10,1,3,1
"3785",53033004700,53033007100,10,4,3,1
"3786",53033004700,53033007100,12,4,1,2
"3787",53033004700,53033007100,16,1,1,1
"3788",53033004700,53033007100,16,3,1,2
"3789",53033004700,53033007100,18,4,1,2
"3790",53033004700,53033007100,21,4,1,1
"3791",53033004700,53033007100,23,1,1,1
"3792",53033004700,53033007200,9,2,1,1
"3793",53033004700,53033007300,6,2,1,1
"3794",53033004700,53033007300,7,2,2,1
"3795",53033004700,53033007300,7,2,3,2
"3796",53033004700,53033007300,8,2,2,1
"3797",53033004700,53033007300,10,2,3,1
"3798",53033004700,53033007300,10,4,3,1
"3799",53033004700,53033007300,12,2,3,1
"3800",53033004700,53033007300,13,2,1,1
"3801",53033004700,53033007300,15,1,1,1
"3802",53033004700,53033007300,17,4,1,3
"3803",53033004700,53033007402,11,4,1,1
"3804",53033004700,53033007402,18,1,5,1
"3805",53033004700,53033007402,21,1,1,1
"3806",53033004700,53033007402,23,1,1,1
"3807",53033004700,53033007500,9,4,1,1
"3808",53033004700,53033007500,17,1,1,2
"3809",53033004700,53033007500,17,4,1,1
"3810",53033004700,53033007500,19,4,1,2
"3811",53033004700,53033007600,15,1,1,1
"3812",53033004700,53033007700,12,1,1,1
"3813",53033004700,53033007700,17,1,1,1
"3814",53033004700,53033007800,21,1,1,1
"3815",53033004700,53033008001,7,2,1,1
"3816",53033004700,53033008001,7,2,3,1
"3817",53033004700,53033008001,7,2,1,1
"3818",53033004700,53033008001,16,4,1,1
"3819",53033004700,53033008100,6,2,1,1
"3820",53033004700,53033008100,6,2,3,1
"3821",53033004700,53033008100,6,4,3,1
"3822",53033004700,53033008100,7,2,3,2
"3823",53033004700,53033008100,7,4,3,1
"3824",53033004700,53033008100,8,4,3,1
"3825",53033004700,53033008100,8,4,1,1
"3826",53033004700,53033008100,9,2,1,1
"3827",53033004700,53033008100,9,4,3,2
"3828",53033004700,53033008100,11,2,3,1
"3829",53033004700,53033008100,11,4,3,2
"3830",53033004700,53033008100,14,3,3,1
"3831",53033004700,53033008100,18,4,1,2
"3832",53033004700,53033008200,7,2,3,1
"3833",53033004700,53033008200,8,2,1,1
"3834",53033004700,53033008200,10,1,1,1
"3835",53033004700,53033008200,10,4,3,1
"3836",53033004700,53033008300,6,2,1,1
"3837",53033004700,53033008300,9,2,1,1
"3838",53033004700,53033008300,9,2,3,1
"3839",53033004700,53033008300,18,4,1,1
"3840",53033004700,53033008400,7,2,1,1
"3841",53033004700,53033008400,7,4,1,1
"3842",53033004700,53033008600,8,2,1,1
"3843",53033004700,53033008600,13,1,1,1
"3844",53033004700,53033008900,21,1,1,1
"3845",53033004700,53033009000,12,4,1,1
"3846",53033004700,53033009200,7,2,3,1
"3847",53033004700,53033009200,14,1,1,2
"3848",53033004700,53033009200,21,1,1,1
"3849",53033004700,53033009300,7,2,1,3
"3850",53033004700,53033009300,8,2,3,1
"3851",53033004700,53033009300,10,2,1,1
"3852",53033004700,53033009300,11,3,1,1
"3853",53033004700,53033009300,11,4,1,1
"3854",53033004700,53033009300,17,3,1,1
"3855",53033004700,53033009900,13,1,1,2
"3856",53033004700,53033010001,7,4,1,1
"3857",53033004700,53033010300,9,2,1,1
"3858",53033004700,53033010500,12,1,1,1
"3859",53033004700,53033010701,18,1,1,1
"3860",53033004700,53033010702,13,1,1,1
"3861",53033004700,53033010900,6,2,3,1
"3862",53033004700,53033010900,18,1,1,1
"3863",53033004700,53033011600,18,1,1,2
"3864",53033004800,53033000500,18,1,1,1
"3865",53033004800,53033001600,19,4,1,1
"3866",53033004800,53033001702,11,1,1,1
"3867",53033004800,53033001702,19,1,1,1
"3868",53033004800,53033002000,18,4,1,1
"3869",53033004800,53033002500,6,2,3,1
"3870",53033004800,53033002700,14,2,1,1
"3871",53033004800,53033002900,19,1,3,1
"3872",53033004800,53033003000,13,2,1,1
"3873",53033004800,53033003100,7,4,1,1
"3874",53033004800,53033003300,16,4,1,1
"3875",53033004800,53033003300,16,4,1,2
"3876",53033004800,53033003400,19,4,4,1
"3877",53033004800,53033003500,8,4,4,2
"3878",53033004800,53033003500,8,4,4,1
"3879",53033004800,53033004100,8,2,1,1
